Sample_ID,District,Latitude,Longitude,Agro_Ecological_Zone,Soil_Order_Classification,pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Sand,Clay,Silt
SL_SOIL_01017,Nuwara Eliya,6.8645,80.7862,Up Country Wet Zone,Inceptisols,5.11,1.967,18.22,185.66,4.51,39.26,36.82,23.92
SL_SOIL_01018,Gampaha,7.046108,79.99765,Wet Zone,Ultisols,4.95,0.803,18.09,95.61,1.42,46.36,18.46,35.19
SL_SOIL_01019,Anuradhapura,8.174142,80.782256,Dry Zone,Alfisols,6.19,0.851,16.28,123.08,1.1,66.66,28.32,5.02
SL_SOIL_01020,Kilinochchi,9.359871,80.594172,Dry Zone,Alfisols,6.92,0.86,16.41,165.21,0.51,61.65,17.13,21.21
SL_SOIL_01021,Kandy,7.413081,80.748604,Wet Zone,Ultisols,5.52,1.585,17.04,131.98,2.23,48.82,36.99,14.18
SL_SOIL_01022,Batticaloa,7.845767,81.046519,Dry Zone,Vertisols,7.82,1.023,16.85,146.56,1.21,47.72,27.14,25.13
SL_SOIL_01023,Nuwara Eliya,6.862051,80.818068,Up Country Wet Zone,Inceptisols,4.6,1.645,16.34,132.01,3.4,35.91,41.15,22.94
SL_SOIL_01024,Badulla,6.927481,81.087007,Up Country Intermediate Zone,Inceptisols,4.72,1.59,19.86,150.59,2.37,44.5,33.14,22.36
SL_SOIL_01025,Trincomalee,8.744772,81.425347,Dry Zone,Alfisols,6.58,0.947,9.92,136.35,1.29,67.92,15.36,16.72
SL_SOIL_01026,Ratnapura,6.681147,80.511096,Wet Zone,Ultisols,5.39,1.214,13.33,166.83,2.78,51.36,39.89,8.75
SL_SOIL_01027,Nuwara Eliya,6.96009,80.685616,Up Country Wet Zone,Inceptisols,5.23,1.973,25.8,157.01,3.61,32.62,40.99,26.39
SL_SOIL_01028,Puttalam,8.057604,79.83909,Dry Zone,Alfisols,6.62,0.843,11.92,97.41,1.18,76.5,7.74,15.76
SL_SOIL_01029,Kegalle,7.32366,80.538926,Wet Zone,Ultisols,4.72,1.463,18.13,126.89,2.95,34.27,34.24,31.49
SL_SOIL_01030,Gampaha,7.150357,79.954183,Wet Zone,Ultisols,5.91,0.945,7.82,123.77,1.43,46.46,16.79,36.75
SL_SOIL_01031,Batticaloa,7.882795,81.530272,Dry Zone,Vertisols,6.44,0.917,14.29,149.25,1.63,57.98,21.02,21.0
SL_SOIL_01032,Kilinochchi,9.370941,80.294738,Dry Zone,Alfisols,6.82,0.869,14.37,158.96,1.22,67.2,21.89,10.91
SL_SOIL_01033,Matara,6.064456,80.503291,Wet Zone,Ultisols,5.33,1.277,12.47,125.97,1.49,35.73,31.63,32.64
SL_SOIL_01034,Puttalam,7.606176,79.942858,Dry Zone,Alfisols,7.61,0.861,7.84,126.89,0.86,73.95,8.42,17.63
SL_SOIL_01035,Mullaitivu,9.130186,80.481131,Dry Zone,Alfisols,6.34,0.99,8.72,130.82,1.22,71.31,9.78,18.91
SL_SOIL_01036,Mannar,9.145479,79.894146,Dry Zone,Alfisols,7.23,0.609,13.85,157.82,0.93,75.11,13.2,11.69
SL_SOIL_01037,Matale,7.597013,80.742186,Intermediate Zone,Alfisols,5.01,1.343,12.65,122.46,1.63,52.41,12.92,34.67
SL_SOIL_01038,Nuwara Eliya,6.925586,80.89666,Up Country Wet Zone,Inceptisols,4.53,1.422,13.38,140.43,3.15,38.01,39.97,22.02
SL_SOIL_01039,Badulla,7.150265,80.923215,Up Country Intermediate Zone,Inceptisols,4.95,1.745,17.6,138.15,2.4,39.34,34.43,26.22
SL_SOIL_01040,Kandy,7.276862,80.661879,Wet Zone,Ultisols,5.32,1.493,16.38,130.22,2.02,45.92,26.51,27.57
SL_SOIL_01041,Puttalam,8.190898,80.103436,Dry Zone,Alfisols,6.21,0.738,9.25,143.7,1.1,84.61,6.77,8.62
SL_SOIL_01042,Anuradhapura,8.368012,80.532979,Dry Zone,Alfisols,5.85,0.599,15.98,130.91,0.88,67.81,18.26,13.93
SL_SOIL_01043,Colombo,6.811926,80.039252,Wet Zone,Ultisols,5.64,1.515,8.9,135.75,2.14,48.57,37.07,14.36
SL_SOIL_01044,Anuradhapura,7.974659,80.878506,Dry Zone,Alfisols,6.83,0.829,13.98,115.24,0.77,59.8,17.51,22.69
SL_SOIL_01045,Trincomalee,8.451424,81.04462,Dry Zone,Alfisols,7.13,0.856,11.61,140.61,0.89,71.78,18.8,9.42
SL_SOIL_01046,Mannar,9.149045,79.89042,Dry Zone,Alfisols,6.29,0.674,12.78,167.67,0.78,64.28,12.91,22.81
SL_SOIL_01047,Batticaloa,7.838807,81.02306,Dry Zone,Vertisols,6.11,1.087,17.11,174.63,1.64,62.61,14.3,23.09
SL_SOIL_01048,Colombo,6.89671,80.036067,Wet Zone,Ultisols,5.77,1.217,20.46,135.87,2.28,55.53,26.66,17.81
SL_SOIL_01049,Vavuniya,8.753885,80.353261,Dry Zone,Alfisols,6.8,0.95,16.72,121.76,1.16,59.74,15.78,24.48
SL_SOIL_01050,Nuwara Eliya,6.985215,80.706334,Up Country Wet Zone,Inceptisols,4.66,1.736,17.47,146.88,3.15,42.7,32.01,25.29
SL_SOIL_01051,Matale,7.711752,80.720029,Intermediate Zone,Alfisols,5.26,1.523,9.94,135.75,2.02,53.67,32.06,14.28
SL_SOIL_01052,Kilinochchi,9.376673,80.44933,Dry Zone,Alfisols,6.61,0.939,13.61,161.77,1.09,64.45,10.61,24.93
SL_SOIL_01053,Kandy,7.321218,80.7281,Wet Zone,Ultisols,5.54,1.724,13.42,126.95,2.02,38.63,32.56,28.81
SL_SOIL_01054,Mullaitivu,9.372283,80.855419,Dry Zone,Alfisols,7.45,0.923,16.76,168.12,1.19,63.44,10.85,25.71
SL_SOIL_01055,Kilinochchi,9.539156,80.606717,Dry Zone,Alfisols,6.53,0.714,11.54,165.61,0.86,71.32,21.95,6.73
SL_SOIL_01056,Kalutara,6.575763,80.176018,Wet Zone,Ultisols,5.4,1.06,13.34,128.87,1.66,40.48,23.23,36.29
SL_SOIL_01057,Colombo,6.8272,79.872429,Wet Zone,Ultisols,5.5,1.048,15.9,130.05,2.08,52.1,23.87,24.04
SL_SOIL_01058,Nuwara Eliya,7.033133,80.79909,Up Country Wet Zone,Inceptisols,4.79,1.357,12.49,136.63,2.38,37.6,41.33,21.07
SL_SOIL_01059,Kurunegala,7.442522,80.268562,Intermediate Zone,Alfisols,5.93,1.152,12.11,123.6,1.33,55.81,28.31,15.88
SL_SOIL_01060,Ratnapura,6.871739,80.477543,Wet Zone,Ultisols,4.38,1.44,19.39,120.88,2.4,34.56,36.77,28.68
SL_SOIL_01061,Jaffna,9.715299,79.757356,Dry Zone,Alfisols,7.46,0.728,14.36,162.03,0.95,74.69,8.91,16.4
SL_SOIL_01062,Matale,7.603664,80.752144,Intermediate Zone,Alfisols,6.01,1.723,13.88,131.54,2.5,50.12,23.25,26.63
SL_SOIL_01063,Monaragala,6.774899,81.321366,Intermediate Zone,Alfisols,6.19,1.113,11.15,138.51,1.34,64.49,22.54,12.98
SL_SOIL_01064,Jaffna,9.656832,79.820555,Dry Zone,Alfisols,7.82,0.885,5.92,153.63,1.32,69.55,12.38,18.07
SL_SOIL_01065,Mannar,9.069396,79.926595,Dry Zone,Alfisols,7.07,0.77,9.25,147.61,0.93,79.62,5.0,15.38
SL_SOIL_01066,Gampaha,7.234715,80.0322,Wet Zone,Ultisols,6.0,0.965,14.37,125.21,1.6,55.13,26.29,18.59
SL_SOIL_01067,Mullaitivu,9.355341,80.865586,Dry Zone,Alfisols,6.5,0.959,16.21,147.91,1.26,72.89,15.89,11.22
SL_SOIL_01068,Matara,6.013816,80.583352,Wet Zone,Ultisols,5.09,1.632,16.76,139.98,2.96,56.21,26.34,17.45
SL_SOIL_01069,Gampaha,7.140115,80.025017,Wet Zone,Ultisols,6.65,1.085,5.71,97.99,1.21,56.04,21.46,22.5
SL_SOIL_01070,Anuradhapura,8.544537,80.565078,Dry Zone,Alfisols,6.43,1.113,14.37,111.49,1.06,67.13,16.61,16.26
SL_SOIL_01071,Colombo,6.805784,79.977672,Wet Zone,Ultisols,5.95,1.334,17.1,110.05,2.07,52.24,15.44,32.32
SL_SOIL_01072,Matale,7.508566,80.74375,Intermediate Zone,Alfisols,5.75,1.3,20.78,114.87,1.96,60.51,32.72,6.78
SL_SOIL_01073,Hambantota,6.31619,80.677122,Dry Zone,Alfisols,6.88,0.775,9.84,132.35,0.86,65.6,15.66,18.74
SL_SOIL_01074,Trincomalee,8.715142,81.131661,Dry Zone,Alfisols,7.24,0.994,11.07,132.73,1.46,57.17,21.7,21.13
SL_SOIL_01075,Hambantota,6.280687,80.964313,Dry Zone,Alfisols,6.46,0.802,5.21,104.41,1.52,68.04,11.51,20.45
SL_SOIL_01076,Kilinochchi,9.378666,80.361331,Dry Zone,Alfisols,7.37,0.934,14.29,156.54,1.21,66.63,10.83,22.54
SL_SOIL_01077,Batticaloa,7.562919,81.268332,Dry Zone,Vertisols,7.48,0.986,13.46,151.44,1.64,57.43,22.73,19.83
SL_SOIL_01078,Ratnapura,6.594806,80.513591,Wet Zone,Ultisols,4.46,1.617,15.01,116.5,1.58,34.82,33.89,31.29
SL_SOIL_01079,Nuwara Eliya,7.0804,80.754448,Up Country Wet Zone,Inceptisols,4.47,1.476,16.54,117.67,2.86,35.17,41.15,23.68
SL_SOIL_01080,Monaragala,7.265638,81.124268,Intermediate Zone,Alfisols,5.47,1.196,16.82,132.54,1.56,62.43,21.6,15.97
SL_SOIL_01081,Kalutara,6.627862,80.181774,Wet Zone,Ultisols,4.92,1.063,17.59,113.7,1.49,48.78,36.54,14.68
SL_SOIL_01082,Trincomalee,8.586734,81.294302,Dry Zone,Alfisols,7.09,0.724,4.26,110.02,0.53,71.77,15.54,12.69
SL_SOIL_01083,Matale,7.532107,80.587714,Intermediate Zone,Alfisols,6.18,1.427,12.12,105.42,1.84,47.86,26.98,25.16
SL_SOIL_01084,Mannar,9.122088,80.041496,Dry Zone,Alfisols,7.24,0.621,17.64,184.47,0.94,71.88,9.03,19.09
SL_SOIL_01085,Kurunegala,7.664934,80.266309,Intermediate Zone,Alfisols,6.36,1.005,5.95,140.11,1.15,58.81,22.44,18.74
SL_SOIL_01086,Vavuniya,8.825172,80.440831,Dry Zone,Alfisols,6.67,0.933,6.83,137.36,1.01,64.18,16.6,19.22
SL_SOIL_01087,Polonnaruwa,8.197548,80.888877,Dry Zone,Vertisols,6.04,0.982,14.76,135.89,1.23,63.85,19.17,16.99
SL_SOIL_01088,Ratnapura,6.652476,80.386614,Wet Zone,Ultisols,5.21,1.564,13.06,159.41,2.87,44.79,37.36,17.85
SL_SOIL_01089,Kilinochchi,9.639416,80.328635,Dry Zone,Alfisols,6.11,1.314,17.27,174.28,1.27,62.55,19.26,18.19
SL_SOIL_01090,Hambantota,6.147974,80.586185,Dry Zone,Alfisols,6.67,0.786,12.68,86.61,0.88,73.72,9.11,17.17
SL_SOIL_01091,Gampaha,7.241713,80.05122,Wet Zone,Ultisols,5.9,0.979,13.43,140.49,1.54,57.91,18.59,23.49
SL_SOIL_01092,Mannar,8.829531,80.021506,Dry Zone,Alfisols,7.04,0.883,12.04,157.93,0.73,74.33,13.87,11.8
SL_SOIL_01093,Kalutara,6.673283,80.167945,Wet Zone,Ultisols,5.36,1.127,10.72,103.11,1.44,58.46,32.27,9.26
SL_SOIL_01094,Kalutara,6.430528,80.208579,Wet Zone,Ultisols,4.7,0.882,15.09,124.14,1.62,42.94,36.11,20.95
SL_SOIL_01095,Colombo,6.960971,80.011689,Wet Zone,Ultisols,6.08,1.263,11.01,129.04,1.34,46.34,25.85,27.81
SL_SOIL_01096,Matara,5.987133,80.558585,Wet Zone,Ultisols,4.97,0.95,8.74,122.7,1.39,41.4,29.49,29.1
SL_SOIL_01097,Badulla,6.915593,81.108562,Up Country Intermediate Zone,Inceptisols,5.17,1.4,5.42,124.93,2.15,53.77,35.62,10.61
SL_SOIL_01098,Matara,6.14526,80.455004,Wet Zone,Ultisols,5.32,1.152,9.55,102.67,1.1,45.18,30.55,24.27
SL_SOIL_01099,Kilinochchi,9.619501,80.436446,Dry Zone,Alfisols,7.29,0.807,9.1,137.18,0.85,57.69,17.18,25.13
SL_SOIL_01100,Hambantota,6.053241,80.628037,Dry Zone,Alfisols,6.48,1.173,10.49,101.3,0.92,70.41,12.74,16.84
SL_SOIL_01101,Matale,7.791671,80.709592,Intermediate Zone,Alfisols,5.79,1.635,17.38,144.61,1.42,53.46,28.23,18.3
SL_SOIL_01102,Vavuniya,8.930345,80.405879,Dry Zone,Alfisols,6.61,1.002,10.47,147.67,0.99,70.77,21.33,7.9
SL_SOIL_01103,Kalutara,6.498039,80.242992,Wet Zone,Ultisols,5.09,1.562,16.29,139.34,2.4,43.9,30.21,25.89
SL_SOIL_01104,Polonnaruwa,8.056582,81.092234,Dry Zone,Vertisols,6.48,0.879,5.83,146.42,1.55,61.02,16.32,22.66
SL_SOIL_01105,Matale,7.514367,80.6199,Intermediate Zone,Alfisols,6.07,1.03,12.92,123.17,1.72,48.81,29.95,21.24
SL_SOIL_01106,Matale,7.49286,80.681012,Intermediate Zone,Alfisols,6.0,1.319,4.79,129.74,1.8,52.75,27.22,20.03
SL_SOIL_01107,Puttalam,7.672412,79.873782,Dry Zone,Alfisols,6.66,0.722,6.27,125.47,0.85,82.42,9.63,7.95
SL_SOIL_01108,Vavuniya,8.84766,80.365484,Dry Zone,Alfisols,6.56,0.877,12.84,155.92,1.25,52.36,15.54,32.1
SL_SOIL_01109,Kandy,7.335699,80.741417,Wet Zone,Ultisols,5.38,1.655,23.87,149.7,2.5,51.15,31.73,17.12
SL_SOIL_01110,Kegalle,7.337799,80.532268,Wet Zone,Ultisols,5.25,1.433,10.21,133.15,2.1,46.54,33.79,19.67
SL_SOIL_01111,Mullaitivu,9.075859,80.575467,Dry Zone,Alfisols,6.88,0.783,17.45,166.7,1.1,57.51,14.11,28.38
SL_SOIL_01112,Jaffna,9.745817,79.963278,Dry Zone,Alfisols,7.54,0.739,7.48,151.23,0.93,69.2,25.29,5.52
SL_SOIL_01113,Kegalle,7.076784,80.335605,Wet Zone,Ultisols,5.46,1.201,16.07,110.21,1.26,56.21,35.3,8.49
SL_SOIL_01114,Kurunegala,7.621856,80.216261,Intermediate Zone,Alfisols,6.68,0.835,16.0,130.24,1.54,67.64,22.09,10.27
SL_SOIL_01115,Matara,5.991185,80.611928,Wet Zone,Ultisols,5.52,1.173,14.82,115.99,1.29,47.3,26.37,26.33
SL_SOIL_01116,Matara,6.072654,80.582008,Wet Zone,Ultisols,5.43,1.243,18.1,138.81,2.17,48.06,31.51,20.43
SL_SOIL_01117,Galle,6.048062,80.167158,Wet Zone,Ultisols,4.8,1.258,14.6,138.94,1.92,48.54,34.0,17.45
SL_SOIL_01118,Matara,6.022234,80.616442,Wet Zone,Ultisols,5.97,1.276,19.1,136.81,2.05,48.04,25.43,26.53
SL_SOIL_01119,Vavuniya,8.757736,80.606669,Dry Zone,Alfisols,6.56,0.966,19.57,159.02,1.36,56.69,19.07,24.23
SL_SOIL_01120,Puttalam,7.813619,79.947388,Dry Zone,Alfisols,6.91,0.789,12.94,129.01,0.77,71.14,13.87,14.99
SL_SOIL_01121,Nuwara Eliya,6.974886,80.713065,Up Country Wet Zone,Inceptisols,4.73,1.971,20.75,150.1,3.71,42.18,34.04,23.78
SL_SOIL_01122,Colombo,6.802293,79.952201,Wet Zone,Ultisols,5.77,1.092,9.78,116.96,1.64,58.57,16.31,25.12
SL_SOIL_01123,Monaragala,7.059699,81.277402,Intermediate Zone,Alfisols,5.83,1.286,13.43,134.5,1.34,57.54,21.56,20.9
SL_SOIL_01124,Batticaloa,7.858737,81.394484,Dry Zone,Vertisols,6.79,1.059,6.46,123.25,1.31,66.56,9.53,23.92
SL_SOIL_01125,Colombo,6.849245,80.031697,Wet Zone,Ultisols,6.23,1.467,12.81,133.64,1.69,46.01,13.49,40.5
SL_SOIL_01126,Kegalle,7.314467,80.239449,Wet Zone,Ultisols,5.29,1.244,11.88,131.38,1.51,41.61,34.12,24.26
SL_SOIL_01127,Trincomalee,8.602457,81.419486,Dry Zone,Alfisols,6.87,0.834,5.91,165.72,0.97,72.29,16.68,11.03
SL_SOIL_01128,Colombo,6.806717,79.992189,Wet Zone,Ultisols,5.26,1.235,12.91,91.74,1.56,59.48,17.01,23.51
SL_SOIL_01129,Batticaloa,7.858654,81.268421,Dry Zone,Vertisols,6.82,1.122,10.65,161.55,1.58,59.62,14.57,25.81
SL_SOIL_01130,Monaragala,7.055541,81.316192,Intermediate Zone,Alfisols,5.32,0.786,13.35,111.43,1.02,77.12,15.67,7.2
SL_SOIL_01131,Gampaha,7.040093,79.936813,Wet Zone,Ultisols,6.03,1.217,17.93,106.25,2.29,66.71,23.66,9.62
SL_SOIL_01132,Vavuniya,8.604775,80.500484,Dry Zone,Alfisols,6.24,0.954,12.75,152.42,1.09,66.29,21.69,12.03
SL_SOIL_01133,Polonnaruwa,7.816354,80.817392,Dry Zone,Vertisols,6.55,1.0,13.74,130.83,1.52,62.88,22.99,14.13
SL_SOIL_01134,Matara,6.076758,80.508145,Wet Zone,Ultisols,5.56,1.414,13.21,133.57,1.89,54.67,35.62,9.71
SL_SOIL_01135,Matara,5.912105,80.551336,Wet Zone,Ultisols,5.23,1.072,4.75,137.32,1.44,63.6,27.26,9.13
SL_SOIL_01136,Puttalam,7.725823,79.970001,Dry Zone,Alfisols,6.85,1.025,6.2,125.91,1.14,73.42,19.95,6.63
SL_SOIL_01137,Galle,6.005367,80.121567,Wet Zone,Ultisols,5.94,1.259,14.56,117.61,1.49,60.24,31.68,8.08
SL_SOIL_01138,Puttalam,7.844102,80.142043,Dry Zone,Alfisols,6.94,1.015,9.91,133.62,1.19,69.99,13.54,16.47
SL_SOIL_01139,Nuwara Eliya,7.04286,80.661954,Up Country Wet Zone,Inceptisols,4.97,1.629,17.12,150.84,3.36,30.94,38.1,30.96
SL_SOIL_01140,Nuwara Eliya,6.878184,80.806946,Up Country Wet Zone,Inceptisols,5.04,1.814,12.96,154.87,2.76,36.27,43.65,20.08
SL_SOIL_01141,Kalutara,6.489637,80.257713,Wet Zone,Ultisols,4.88,1.363,17.51,132.91,1.94,42.12,29.97,27.92
SL_SOIL_01142,Galle,6.01119,80.262212,Wet Zone,Ultisols,5.56,1.53,19.17,123.87,2.46,52.54,21.38,26.08
SL_SOIL_01143,Puttalam,8.112677,79.872186,Dry Zone,Alfisols,6.95,0.955,13.99,129.65,1.01,73.7,9.61,16.69
SL_SOIL_01144,Matara,5.991056,80.612539,Wet Zone,Ultisols,5.17,1.369,21.51,132.69,2.03,49.46,25.96,24.58
SL_SOIL_01145,Jaffna,9.80884,79.949074,Dry Zone,Alfisols,7.78,0.743,14.59,165.2,0.7,57.04,14.02,28.94
SL_SOIL_01146,Anuradhapura,8.322969,80.503499,Dry Zone,Alfisols,5.78,1.181,3.0,127.97,1.5,64.46,9.65,25.89
SL_SOIL_01147,Batticaloa,7.56938,81.069156,Dry Zone,Vertisols,6.96,0.813,5.52,142.21,1.25,60.05,21.41,18.54
SL_SOIL_01148,Batticaloa,7.581611,81.498171,Dry Zone,Vertisols,7.17,0.681,8.81,164.18,1.09,65.19,23.44,11.37
SL_SOIL_01149,Colombo,6.943527,79.895403,Wet Zone,Ultisols,5.45,1.101,4.7,104.13,1.36,53.58,22.69,23.72
SL_SOIL_01150,Anuradhapura,8.293445,80.655598,Dry Zone,Alfisols,5.95,0.921,10.18,147.65,1.34,68.51,11.7,19.79
SL_SOIL_01151,Galle,6.045367,80.134481,Wet Zone,Ultisols,5.29,1.331,25.45,114.09,2.03,52.04,27.61,20.35
SL_SOIL_01152,Kandy,7.284961,80.666898,Wet Zone,Ultisols,5.39,1.331,20.92,148.68,1.7,55.66,21.03,23.3
SL_SOIL_01153,Nuwara Eliya,6.924016,80.721937,Up Country Wet Zone,Inceptisols,4.78,1.568,7.07,145.53,2.01,45.23,32.53,22.25
SL_SOIL_01154,Kegalle,7.083518,80.298601,Wet Zone,Ultisols,5.74,1.305,13.23,125.58,1.92,42.66,28.71,28.63
SL_SOIL_01155,Colombo,6.970254,79.821043,Wet Zone,Ultisols,5.6,1.257,13.04,143.88,2.27,53.07,20.55,26.38
SL_SOIL_01156,Matale,7.639978,80.621319,Intermediate Zone,Alfisols,5.21,1.331,12.23,112.9,1.21,53.63,29.32,17.05
SL_SOIL_01157,Monaragala,6.825983,81.039565,Intermediate Zone,Alfisols,6.27,0.835,9.1,109.52,1.39,66.69,23.61,9.7
SL_SOIL_01158,Colombo,6.893922,79.93015,Wet Zone,Ultisols,5.47,1.082,15.38,110.23,1.71,60.7,25.83,13.47
SL_SOIL_01159,Kandy,7.387811,80.743052,Wet Zone,Ultisols,5.48,1.542,15.46,152.69,2.84,45.47,40.02,14.51
SL_SOIL_01160,Badulla,6.916669,81.010053,Up Country Intermediate Zone,Inceptisols,5.55,1.261,15.67,146.55,1.63,43.7,29.56,26.75
SL_SOIL_01161,Gampaha,7.142814,79.852295,Wet Zone,Ultisols,6.16,1.1,15.45,108.75,2.0,53.05,28.19,18.76
SL_SOIL_01162,Jaffna,9.78084,80.111221,Dry Zone,Alfisols,7.43,0.796,12.84,156.05,0.89,72.92,11.47,15.61
SL_SOIL_01163,Matale,7.414893,80.627846,Intermediate Zone,Alfisols,5.23,1.292,19.55,141.43,2.22,52.14,32.34,15.52
SL_SOIL_01164,Jaffna,9.839632,79.917768,Dry Zone,Alfisols,7.36,0.983,12.8,174.91,1.27,60.5,20.02,19.47
SL_SOIL_01165,Colombo,6.839048,79.82123,Wet Zone,Ultisols,6.11,1.332,5.89,107.98,1.8,65.81,23.71,10.48
SL_SOIL_01166,Badulla,6.850004,80.900407,Up Country Intermediate Zone,Inceptisols,5.47,1.348,22.35,134.68,1.96,48.14,34.65,17.21
SL_SOIL_01167,Nuwara Eliya,7.054444,80.867243,Up Country Wet Zone,Inceptisols,4.11,1.696,26.44,138.78,3.51,37.17,50.23,12.6
SL_SOIL_01168,Mullaitivu,9.227514,80.514102,Dry Zone,Alfisols,7.05,0.828,7.97,169.94,0.76,69.53,20.64,9.84
SL_SOIL_01169,Batticaloa,7.862191,81.420442,Dry Zone,Vertisols,6.56,0.939,22.63,122.82,1.32,56.55,21.6,21.85
SL_SOIL_01170,Kandy,7.279149,80.742608,Wet Zone,Ultisols,5.45,1.469,17.64,155.81,2.03,58.69,33.5,7.8
SL_SOIL_01171,Mullaitivu,9.082873,80.537464,Dry Zone,Alfisols,6.34,0.891,14.59,155.91,1.19,62.81,13.89,23.29
SL_SOIL_01172,Ratnapura,6.697988,80.7339,Wet Zone,Ultisols,4.84,1.176,13.85,125.81,1.62,48.09,35.2,16.71
SL_SOIL_01173,Anuradhapura,8.009607,80.411786,Dry Zone,Alfisols,6.37,0.821,6.84,124.65,1.08,64.1,18.44,17.46
SL_SOIL_01174,Ratnapura,6.776605,80.447069,Wet Zone,Ultisols,5.52,1.774,15.43,119.99,2.73,46.08,42.0,11.92
SL_SOIL_01175,Batticaloa,7.65008,81.160311,Dry Zone,Vertisols,7.01,1.217,16.11,140.04,1.17,56.61,19.37,24.01
SL_SOIL_01176,Matara,6.097929,80.67094,Wet Zone,Ultisols,5.38,1.281,12.81,109.71,1.43,49.22,33.07,17.71
SL_SOIL_01177,Matale,7.413702,80.632284,Intermediate Zone,Alfisols,5.67,1.151,14.74,138.03,2.01,44.18,25.06,30.76
SL_SOIL_01178,Batticaloa,7.560613,81.335299,Dry Zone,Vertisols,7.02,0.851,10.61,141.88,1.4,69.26,13.65,17.09
SL_SOIL_01179,Kandy,7.336329,80.598947,Wet Zone,Ultisols,5.44,1.403,11.22,134.13,1.9,49.26,38.07,12.67
SL_SOIL_01180,Mannar,8.871816,79.929794,Dry Zone,Alfisols,7.87,0.695,8.91,141.28,0.86,75.59,15.11,9.29
SL_SOIL_01181,Mullaitivu,9.133515,80.904657,Dry Zone,Alfisols,6.51,0.964,17.52,162.42,0.9,70.89,17.84,11.27
SL_SOIL_01182,Gampaha,7.04247,80.10588,Wet Zone,Ultisols,5.74,0.973,7.81,97.99,1.88,53.19,29.73,17.08
SL_SOIL_01183,Puttalam,8.085153,79.707164,Dry Zone,Alfisols,6.28,0.621,14.22,135.03,0.73,84.91,5.02,10.07
SL_SOIL_01184,Puttalam,7.995209,79.731852,Dry Zone,Alfisols,6.27,0.822,13.73,97.18,0.97,74.16,15.33,10.51
SL_SOIL_01185,Kandy,7.385614,80.566546,Wet Zone,Ultisols,5.76,1.777,19.58,138.45,2.13,51.02,35.72,13.26
SL_SOIL_01186,Kandy,7.358247,80.710741,Wet Zone,Ultisols,5.99,1.436,17.08,141.27,1.79,43.6,35.69,20.71
SL_SOIL_01187,Kilinochchi,9.616205,80.288913,Dry Zone,Alfisols,7.18,0.609,14.64,142.32,0.76,74.23,16.61,9.17
SL_SOIL_01188,Matale,7.445164,80.75466,Intermediate Zone,Alfisols,5.73,1.39,15.45,106.5,2.43,46.98,32.64,20.38
SL_SOIL_01189,Anuradhapura,7.92877,80.597399,Dry Zone,Alfisols,6.1,1.066,9.19,139.25,1.11,67.04,19.5,13.46
SL_SOIL_01190,Kilinochchi,9.624161,80.290812,Dry Zone,Alfisols,6.28,0.893,11.79,156.64,0.68,58.53,15.89,25.58
SL_SOIL_01191,Jaffna,9.553449,80.010567,Dry Zone,Alfisols,6.91,0.708,13.4,159.92,0.75,73.31,14.81,11.88
SL_SOIL_01192,Matara,6.066416,80.57665,Wet Zone,Ultisols,5.32,1.378,17.1,121.43,1.79,42.7,24.86,32.44
SL_SOIL_01193,Nuwara Eliya,6.874415,80.848327,Up Country Wet Zone,Inceptisols,5.25,1.561,18.61,136.97,2.73,45.84,32.56,21.6
SL_SOIL_01194,Nuwara Eliya,7.086279,80.701518,Up Country Wet Zone,Inceptisols,4.27,1.644,18.84,144.83,3.02,37.55,30.46,31.99
SL_SOIL_01195,Matara,5.930528,80.564209,Wet Zone,Ultisols,5.42,1.204,20.63,112.19,1.44,44.41,33.72,21.87
SL_SOIL_01196,Monaragala,6.695742,81.50697,Intermediate Zone,Alfisols,6.52,0.905,12.64,123.64,0.98,52.49,13.14,34.37
SL_SOIL_01197,Batticaloa,7.850464,81.00593,Dry Zone,Vertisols,6.36,0.945,18.07,131.01,1.03,55.28,16.45,28.27
SL_SOIL_01198,Vavuniya,8.698482,80.417445,Dry Zone,Alfisols,6.7,1.058,20.72,142.18,0.82,70.91,19.17,9.92
SL_SOIL_01199,Kilinochchi,9.632393,80.449752,Dry Zone,Alfisols,6.64,0.8,12.88,155.43,0.97,60.64,16.5,22.87
SL_SOIL_01200,Mannar,9.113227,80.050919,Dry Zone,Alfisols,7.59,0.621,13.43,164.27,1.16,77.06,13.91,9.03
SL_SOIL_01201,Mullaitivu,9.088004,80.62063,Dry Zone,Alfisols,6.8,0.755,14.8,133.71,0.84,65.85,23.27,10.88
SL_SOIL_01202,Matara,5.996012,80.602468,Wet Zone,Ultisols,5.22,1.421,11.51,141.73,2.52,54.59,34.91,10.5
SL_SOIL_01203,Kurunegala,7.566531,80.299741,Intermediate Zone,Alfisols,6.47,1.252,16.36,127.49,1.96,60.91,17.9,21.19
SL_SOIL_01204,Kegalle,7.054913,80.495156,Wet Zone,Ultisols,5.48,1.525,19.02,133.56,2.49,55.95,27.69,16.36
SL_SOIL_01205,Colombo,6.854178,79.800291,Wet Zone,Ultisols,6.3,1.142,8.22,123.64,1.46,55.79,28.69,15.52
SL_SOIL_01206,Batticaloa,7.976802,81.39029,Dry Zone,Vertisols,6.19,1.016,4.65,145.9,1.04,68.47,21.32,10.21
